date,sales,
02/05/2017,155,
02/05/2017,343,
07/03/2018,10,
10/09/2018,653,
10/09/2018,67,
11/24/2017,18,
11/24/2017,12,
11/24/2017,89,
11/24/2017,7,
11/01/2017,22,
11/01/2017,252,
04/19/2017,206,
04/19/2017,420,
04/06/2015,11,
04/06/2015,155,
04/06/2015,117,
09/02/2017,76,
09/02/2017,40,
09/25/2017,394,
11/04/2018,24,
07/09/2017,409,
07/09/2017,166,
06/30/2015,335,
01/28/2018,240,
01/28/2018,38,
09/21/2016,947,
09/21/2016,152,
09/21/2016,5,
09/26/2016,87,
09/26/2016,73,
09/26/2016,61,
09/26/2016,78,
09/26/2016,120,
09/26/2016,264,
09/26/2016,364,
10/31/2016,10,
10/31/2016,15,
10/31/2016,30,
10/31/2016,428,
11/26/2018,221,
12/19/2015,153,
12/19/2015,8,
12/19/2015,1820,
12/26/2017,34,
06/20/2018,32,
06/20/2018,6,
10/15/2016,264,
10/15/2016,2454,
04/12/2018,30,
04/12/2018,40,
12/19/2018,37,
08/05/2018,14,
10/01/2016,140,
05/23/2017,1980,
06/13/2018,165,
06/13/2018,471,
06/13/2018,48,
04/23/2015,3,
05/01/2016,89,
07/19/2016,3,
11/26/2017,71,
11/26/2017,92,
11/26/2017,34,
11/26/2017,3040,
06/12/2018,92,
06/12/2018,453,
08/17/2016,53,
09/25/2017,16,
05/04/2015,28,
12/01/2016,56,
03/11/2017,245,
08/26/2017,160,
08/26/2017,1025,
12/16/2017,4,
08/08/2015,122,
08/08/2015,96,
05/16/2016,256,
12/09/2018,873,
12/09/2018,42,
12/09/2018,13,
09/24/2016,7,
07/11/2018,9,
12/01/2016,7,
11/19/2017,18,
11/19/2017,18,
03/19/2018,29,
11/13/2017,53,
11/19/2018,32,
12/02/2017,26,
12/02/2017,41,
12/02/2017,34,
08/25/2018,10,
08/25/2018,4,
10/14/2017,177,
11/27/2015,4,
11/03/2016,1213,
11/03/2016,90,
11/03/2016,43,
11/29/2015,6,
04/30/2018,63,
11/24/2018,6,
11/24/2018,978,
10/30/2018,10,
12/17/2015,41,
09/04/2018,11,
09/04/2018,17,
09/04/2018,14,
10/17/2017,19,
11/12/2018,17,
11/12/2018,224,
11/12/2018,541,
11/24/2017,34,
11/24/2017,10,
08/01/2016,7,
08/01/2016,1005,
12/24/2018,18,
09/17/2017,396,
12/10/2018,35,
09/12/2018,9,
06/24/2018,386,
06/24/2018,36,
08/18/2018,201,
08/18/2018,22,
08/18/2018,7,
12/11/2018,64,
12/10/2018,1670,
02/03/2015,84,
02/03/2015,14,
02/11/2018,22,
04/16/2018,17,
12/06/2016,207,
12/06/2016,20,
12/06/2016,199,
12/06/2016,248,
12/06/2016,87,
07/22/2017,5,
07/22/2017,12,
11/07/2016,27,
11/07/2016,8,
03/26/2016,75,
08/31/2018,11,
08/31/2018,9,
12/04/2017,213,
02/10/2018,204,
10/29/2017,41,
10/29/2017,12,
09/15/2018,40,
09/15/2018,17,
09/15/2018,783,
09/15/2018,243,
03/11/2015,9,
03/11/2015,11,
02/04/2015,83,
02/04/2015,35,
12/31/2015,1574,
11/23/2016,336,
11/23/2016,24,
11/23/2016,28,
07/06/2015,560,
11/13/2018,10,
06/17/2017,112,
05/03/2015,22,
10/16/2018,125,
02/06/2016,6,
09/04/2018,92,
05/09/2017,10,
05/09/2017,80,
03/16/2016,172,
04/09/2017,36,
04/04/2015,19,
09/05/2018,3,
06/30/2018,1045,
11/09/2016,12,
03/04/2015,355,
03/19/2016,454,
11/29/2016,22,
11/29/2016,9,
06/11/2018,123,
11/26/2018,13,
11/23/2015,604,
11/23/2015,22,
11/23/2015,30,
11/23/2015,382,
12/15/2015,41,
12/15/2015,764,
04/22/2017,24,
05/23/2017,5,
02/27/2017,171,
08/09/2016,308,
08/09/2016,383,
08/09/2016,42,
08/09/2016,1218,
08/09/2016,48,
08/09/2016,7,
08/09/2016,980,
08/09/2016,144,
08/09/2016,11,
08/09/2016,248,
05/12/2017,11,
04/15/2017,34,
04/15/2017,9,
06/23/2016,202,
10/19/2015,14,
03/24/2016,360,
05/08/2018,48,
10/16/2018,548,
11/19/2018,17,
11/19/2018,7,
11/19/2018,100,
11/19/2018,16,
05/08/2017,212,
12/11/2017,7,
11/30/2018,156,
04/19/2017,40,
04/19/2017,6,
04/19/2017,74,
04/19/2017,6,
04/19/2017,23,
04/19/2017,10,
05/26/2015,291,
05/26/2015,202,
05/26/2015,84,
12/21/2018,1001,
03/15/2017,84,
08/10/2016,4,
08/10/2016,42,
08/10/2016,30,
09/10/2017,60,
09/10/2017,7,
07/08/2018,199,
07/08/2018,787,
07/08/2018,24,
07/08/2018,50,
12/19/2016,676,
12/19/2016,1266,
11/16/2016,524,
09/24/2016,518,
06/21/2018,18,
06/21/2018,42,
05/08/2017,1007,
05/08/2017,11,
05/08/2017,11,
05/08/2017,26,
05/08/2017,59,
11/26/2015,16,
11/26/2015,670,
11/26/2015,439,
05/26/2017,20,
05/26/2017,10,
05/26/2017,13,
05/26/2017,42,
11/29/2015,13,
03/19/2016,1248,
03/19/2016,3150,
03/19/2016,210,
11/01/2016,36,
11/01/2016,4,
09/26/2016,122,
09/26/2016,46,
08/29/2015,110,
08/29/2015,14,
11/18/2018,170,
11/18/2018,133,
11/18/2018,3,
11/18/2018,9,
11/18/2018,96,
05/12/2015,35,
01/20/2018,161,
10/30/2018,89,
10/30/2018,14,
04/30/2018,678,
04/30/2018,14,
11/24/2017,42,
11/24/2017,298,
11/24/2017,5,
11/24/2017,95,
11/24/2017,75,
11/24/2017,15,
01/10/2016,1019,
10/19/2018,17,
03/22/2017,59,
07/03/2018,168,
12/11/2016,197,
09/17/2016,22,
09/17/2016,7,
05/18/2017,105,
05/18/2017,18,
09/07/2015,65,
09/07/2015,33,
09/07/2015,43,
09/07/2015,400,
09/29/2017,19,
11/07/2017,15,
04/24/2018,100,
04/24/2018,2,
04/24/2018,8,
12/10/2018,11,
12/10/2018,311,
08/16/2015,854,
12/09/2018,34,
12/09/2018,11,
03/14/2017,22,
06/26/2017,14,
09/25/2016,64,
09/25/2016,15,
09/25/2016,105,
12/27/2016,107,
12/27/2016,22,
06/03/2015,516,
07/13/2016,12,
07/13/2016,1932,
07/13/2016,10,
02/02/2015,13,
03/08/2017,10,
11/22/2016,12,
10/30/2018,44,
10/30/2018,149,
10/30/2018,8,
10/30/2018,72,
10/30/2018,20,
10/30/2018,1703,
01/30/2016,15,
09/08/2018,766,
10/07/2018,308,
04/30/2017,8,
05/19/2017,243,
05/19/2017,455,
05/19/2017,36,
05/19/2017,40,
05/19/2017,48,
12/20/2016,160,
12/20/2016,256,
12/20/2016,360,
12/19/2016,435,
12/19/2016,4,
12/19/2016,89,
04/29/2018,1049,
02/07/2017,100,
02/07/2017,8,
09/28/2015,97,
09/28/2015,11,
07/10/2017,339,
07/10/2017,155,
07/29/2018,35,
07/29/2018,22,
07/29/2018,5,
09/03/2016,32,
09/03/2016,18,
09/03/2016,130,
08/09/2015,21,
10/30/2018,21,
10/30/2018,8,
10/30/2018,12,
10/30/2018,443,
06/06/2015,14,
08/13/2017,12,
08/13/2017,11,
04/25/2015,11,
04/25/2015,7,
11/22/2016,207,
10/14/2018,10,
12/02/2018,560,
12/02/2018,110,
12/02/2018,9,
12/08/2016,361,
12/08/2016,1719,
07/13/2016,42,
05/11/2015,47,
01/05/2015,20,
09/05/2016,412,
09/05/2016,29,
09/05/2016,294,
08/04/2017,36,
08/04/2017,5,
08/04/2017,110,
08/04/2017,10,
03/22/2015,8,
03/22/2015,52,
03/02/2018,7,
03/02/2018,13,
11/27/2017,98,
11/27/2017,63,
04/28/2015,21,
04/28/2015,498,
04/28/2015,6,
04/28/2015,4,
11/24/2016,369,
11/24/2016,15,
11/11/2017,60,
11/11/2017,84,
07/09/2016,7,
07/09/2016,123,
09/22/2018,220,
09/22/2018,99,
09/22/2018,34,
09/22/2018,87,
02/15/2016,135,
02/15/2016,700,
02/15/2016,140,
09/30/2015,49,
12/01/2015,2808,
12/01/2015,47,
12/08/2015,61,
09/05/2017,108,
08/27/2018,64,
08/27/2018,348,
08/27/2018,38,
07/07/2017,216,
08/08/2017,12,
08/08/2017,54,
11/13/2017,5,
09/22/2018,6,
09/22/2018,4664,
09/22/2018,80,
12/25/2017,2576,
12/25/2017,46,
12/25/2017,255,
02/11/2017,70,
10/23/2017,17,
10/23/2017,55,
06/09/2015,1442,
11/20/2018,78,
11/20/2018,5,
09/14/2016,171,
06/04/2016,8,
06/04/2016,10,
12/13/2016,10,
05/25/2015,76,
05/25/2015,30,
02/16/2017,93,
02/16/2017,7,
02/16/2017,63,
02/16/2017,6,
12/22/2017,32,
12/22/2017,12,
12/22/2017,23,
02/08/2017,1128,
07/13/2016,39,
05/18/2015,780,
10/21/2018,1440,
10/21/2018,263,
11/05/2016,207,
08/01/2018,1440,
08/01/2018,37,
06/21/2015,22,
02/19/2018,1246,
08/01/2015,18,
08/01/2015,45,
08/01/2015,63,
08/01/2015,79,
07/18/2017,141,
02/09/2016,41,
02/09/2016,41,
07/29/2018,91,
01/12/2018,41,
01/12/2018,38,
09/10/2018,363,
09/10/2018,8,
07/20/2016,35,
07/20/2016,832,
07/20/2016,27,
07/20/2016,107,
07/20/2016,98,
07/20/2016,142,
06/13/2015,15,
05/12/2018,128,
05/12/2018,35,
09/03/2016,138,
09/03/2016,101,
03/26/2018,258,
03/26/2018,120,
11/12/2015,50,
10/13/2017,728,
10/13/2017,25,
11/12/2018,371,
04/15/2018,197,
06/25/2016,32,
06/25/2016,79,
08/26/2017,7,
07/21/2015,100,
07/21/2015,802,
07/21/2015,273,
11/21/2018,71,
06/04/2015,17,
03/10/2017,177,
03/25/2018,471,
12/29/2018,394,
12/29/2018,303,
03/28/2018,69,
03/05/2016,30,
03/05/2016,384,
03/05/2016,564,
11/13/2017,218,
01/19/2018,6,
04/22/2017,32,
05/13/2015,8,
05/13/2015,399,
10/21/2015,122,
10/21/2015,410,
03/14/2015,11,
03/14/2015,4,
12/22/2018,8,
11/24/2017,25,
12/02/2018,35,
12/31/2016,488,
10/03/2018,1794,
08/29/2015,30,
08/29/2015,506,
08/29/2015,175,
06/29/2017,192,
08/20/2017,15,
10/21/2018,6,
10/21/2018,479,
10/21/2018,29,
10/21/2018,910,
05/17/2017,3,
05/17/2017,28,
02/03/2016,137,
12/18/2018,19,
11/15/2017,100,
07/03/2018,274,
07/03/2018,598,
01/15/2015,150,
04/30/2018,5,
04/30/2018,16,
04/30/2018,12,
11/08/2016,12,
10/30/2016,300,
08/17/2018,896,
08/17/2018,463,
10/03/2016,16,
07/08/2017,864,
07/08/2017,48,
12/05/2018,93,
03/09/2018,200,
06/09/2017,178,
11/28/2018,89,
03/16/2018,7,
03/16/2018,47,
03/16/2018,660,
11/27/2017,272,
08/06/2018,146,
08/06/2018,16,
11/27/2018,245,
11/27/2018,167,
05/25/2016,15,
07/08/2017,20,
07/08/2017,34,
07/08/2017,9,
07/08/2017,663,
08/29/2018,48,
08/29/2018,28,
08/29/2018,4,
06/20/2017,96,
06/20/2017,11,
09/02/2018,24,
09/02/2018,12,
09/02/2018,255,
09/02/2018,13,
09/02/2018,27,
09/02/2018,198,
09/02/2018,19,
09/02/2018,1283,
09/02/2018,5,
09/02/2018,238,
09/02/2018,168,
09/02/2018,18,
09/10/2018,17,
09/10/2018,34,
09/10/2018,297,
09/10/2018,113,
09/10/2018,14,
09/10/2018,25,
09/10/2018,287,
09/10/2018,25,
12/21/2018,282,
12/21/2018,70,
12/21/2018,167,
09/23/2018,292,
05/06/2018,7,
05/06/2018,409,
12/14/2015,6,
12/14/2015,3,
12/14/2015,36,
10/18/2015,276,
10/18/2015,1395,
10/18/2015,546,
05/08/2016,6,
04/14/2017,934,
04/14/2017,43,
12/14/2016,4,
12/03/2015,480,
11/25/2015,321,
11/25/2015,24,
11/25/2015,27,
07/25/2017,1440,
11/09/2016,18,
11/09/2016,1025,
11/09/2016,27,
11/09/2016,18,
02/24/2018,5,
06/25/2018,72,
06/25/2018,6,
06/25/2018,12,
12/02/2018,295,
12/02/2018,9,
02/06/2015,15,
02/06/2015,162,
02/06/2015,145,
04/11/2018,200,
04/11/2018,42,
12/25/2018,96,
12/25/2018,305,
04/11/2018,12,
12/31/2015,30,
12/31/2015,48,
08/03/2018,184,
11/15/2015,5,
11/15/2015,334,
11/15/2015,25,
12/11/2016,160,
12/11/2016,47,
09/18/2017,351,
09/18/2017,14,
09/18/2017,901,
03/19/2016,18,
03/19/2016,15,
03/19/2016,34,
03/19/2016,41,
09/19/2017,1607,
09/19/2017,18,
09/19/2017,50,
09/19/2017,873,
08/20/2018,240,
03/13/2016,142,
09/08/2017,34,
09/08/2017,68,
11/26/2016,15,
11/26/2016,105,
11/26/2016,62,
11/26/2016,11,
12/09/2017,10,
12/09/2017,10,
09/25/2018,9,
09/25/2018,270,
01/23/2016,30,
01/23/2016,15,
06/18/2016,12,
06/18/2016,5,
06/18/2016,10,
06/18/2016,76,
10/02/2016,58,
11/18/2018,39,
08/17/2015,16,
07/17/2017,163,
07/17/2017,597,
07/17/2017,56,
07/11/2016,290,
07/11/2016,3,
07/11/2016,7,
07/11/2016,342,
07/11/2016,12,
07/11/2016,26,
12/01/2017,18,
12/22/2018,200,
12/22/2018,1587,
12/22/2018,85,
12/22/2018,412,
10/31/2015,12,
10/31/2015,81,
10/31/2015,16,
10/31/2015,65,
10/31/2015,20,
10/31/2015,406,
10/31/2015,147,
10/31/2015,252,
10/31/2015,13,
04/13/2016,200,
04/13/2016,711,
07/21/2017,2,
11/20/2018,284,
11/26/2017,8,
11/07/2018,60,
11/07/2018,762,
12/01/2015,59,
09/12/2018,40,
09/12/2018,91,
09/12/2018,95,
12/24/2016,107,
12/24/2016,112,
12/24/2016,8,
02/23/2018,38,
11/23/2015,24,
06/23/2017,123,
06/23/2017,19,
06/23/2017,325,
06/23/2017,147,
06/23/2017,4,
10/26/2016,6,
07/15/2018,27,
07/15/2018,311,
11/17/2015,480,
04/13/2016,13,
11/25/2016,14,
05/15/2017,512,
05/15/2017,92,
05/15/2017,9,
09/07/2018,38,
09/07/2018,280,
03/10/2015,637,
03/10/2015,84,
07/18/2015,260,
03/24/2018,222,
03/24/2018,26,
09/30/2015,16,
09/26/2015,1,
10/31/2016,20,
10/31/2016,399,
10/31/2016,6,
10/31/2016,18,
10/31/2016,324,
10/31/2016,30,
10/31/2016,1296,
10/31/2016,47,
10/31/2016,426,
10/12/2016,210,
09/19/2017,160,
04/13/2018,6,
04/13/2018,896,
01/07/2018,3,
11/09/2018,216,
09/22/2018,242,
09/22/2018,28,
12/01/2018,105,
12/01/2018,63,
06/23/2015,87,
10/04/2016,65,
10/04/2016,21,
05/20/2015,34,
05/20/2015,39,
05/20/2015,140,
11/20/2016,20,
11/30/2016,153,
11/30/2016,11,
11/30/2016,95,
12/31/2016,15,
12/31/2016,4,
11/16/2018,147,
06/06/2015,150,
06/06/2015,18,
06/06/2015,992,
09/01/2017,31,
09/01/2017,24,
09/01/2017,17,
06/25/2017,423,
06/25/2017,39,
06/25/2017,255,
12/12/2015,44,
03/31/2018,85,
11/19/2018,234,
11/24/2015,112,
11/22/2016,15,
07/14/2017,15,
04/30/2017,23,
07/25/2017,22,
06/22/2015,502,
06/22/2015,162,
10/21/2018,18,
09/03/2017,9,
05/14/2017,80,
01/07/2017,35,
03/13/2018,315,
10/13/2017,192,
10/13/2017,9,
10/13/2017,140,
10/13/2017,16,
10/13/2017,7,
01/27/2018,15,
01/27/2018,72,
01/27/2018,108,
11/19/2018,306,
08/01/2015,20,
07/30/2017,10,
07/30/2016,62,
10/15/2017,46,
10/15/2017,61,
10/15/2017,42,
10/15/2017,72,
05/07/2017,86,
05/07/2017,45,
05/07/2017,443,
05/07/2017,4000,
05/07/2017,200,
05/07/2017,64,
08/01/2018,55,
07/14/2017,29,
08/10/2018,71,
08/10/2018,122,
08/10/2018,1455,
06/25/2017,61,
12/10/2017,154,
12/10/2017,66,
12/10/2017,124,
12/10/2017,36,
12/10/2017,45,
12/01/2017,5,
11/28/2015,15,
03/28/2016,16,
03/28/2016,6,
06/01/2015,23,
06/01/2015,882,
09/06/2016,7,
09/06/2016,192,
06/29/2016,21,
09/10/2017,68,
07/14/2015,30,
07/14/2015,39,
08/22/2016,17,
11/14/2015,833,
11/14/2015,44,
11/27/2017,168,
11/21/2018,28,
10/01/2018,2,
10/01/2018,62,
10/01/2018,242,
10/01/2018,109,
09/20/2015,3,
07/28/2018,10,
07/28/2018,15,
07/28/2018,1146,
12/06/2016,486,
12/06/2016,38,
12/06/2016,71,
07/31/2018,55,
03/19/2017,73,
07/29/2018,3,
07/29/2018,125,
10/01/2017,331,
03/31/2015,674,
03/31/2015,53,
06/26/2018,527,
07/09/2018,229,
12/14/2016,320,
12/05/2018,206,
09/15/2016,191,
09/15/2016,25,
07/15/2017,45,
04/20/2018,45,
11/15/2017,1017,
11/15/2017,39,
11/26/2017,495,
11/21/2018,57,
11/21/2018,6,
11/21/2018,10,
11/21/2018,9,
11/21/2018,660,
02/15/2016,14,
02/15/2016,42,
02/15/2016,12,
02/15/2016,542,
02/15/2016,20,
04/15/2017,144,
09/28/2016,44,
09/28/2016,44,
09/17/2017,438,
09/17/2017,110,
06/16/2018,1213,
06/16/2018,19,
11/08/2016,5,
11/08/2016,372,
12/18/2016,167,
02/06/2018,360,
11/14/2017,500,
11/14/2017,6,
11/14/2017,9,
10/12/2018,8,
09/17/2018,13,
12/20/2018,7,
12/20/2018,7,
12/02/2018,48,
09/21/2016,200,
03/06/2016,436,
03/06/2016,1120,
10/03/2015,144,
10/03/2015,123,
06/27/2015,307,
06/27/2015,86,
06/27/2015,224,
10/30/2018,98,
10/30/2018,615,
10/30/2018,200,
09/03/2017,49,
03/05/2016,24,
03/05/2016,61,
05/05/2017,15,
11/17/2018,36,
06/01/2018,18,
06/10/2018,17,
01/08/2018,893,
04/20/2016,288,
04/20/2016,596,
04/20/2016,13,
11/01/2016,5,
12/23/2018,182,
11/01/2016,14,
11/01/2016,260,
11/01/2016,43,
11/01/2016,1400,
11/01/2016,504,
11/14/2015,13,
11/14/2015,12,
01/17/2017,316,
09/17/2018,724,
09/17/2018,107,
12/23/2017,142,
08/06/2016,28,
11/05/2018,391,
06/11/2018,281,
06/11/2018,69,
06/11/2018,89,
06/11/2018,16,
06/11/2018,216,
07/20/2018,15,
07/20/2018,417,
07/20/2018,43,
07/20/2018,183,
07/20/2018,61,
07/20/2018,390,
12/23/2016,195,
03/20/2018,266,
12/31/2016,95,
12/31/2016,61,
12/31/2016,77,
12/31/2016,365,
09/15/2016,80,
09/15/2016,47,
09/15/2016,13,
09/23/2018,15,
12/25/2016,548,
09/24/2017,42,
09/24/2017,42,
03/21/2018,278,
03/21/2018,6,
09/30/2015,70,
12/10/2018,11,
12/10/2018,427,
08/23/2015,26,
08/23/2015,46,
08/19/2015,11,
11/10/2017,42,
12/31/2015,64,
12/31/2015,114,
07/26/2015,124,
02/22/2017,491,
03/13/2017,71,
03/13/2017,2,
03/13/2017,558,
12/02/2018,10,
12/02/2018,70,
12/02/2018,11,
12/02/2018,80,
12/02/2018,11,
08/31/2016,1553,
08/31/2016,138,
08/31/2016,37,
08/31/2016,240,
03/17/2015,1580,
03/17/2015,1072,
03/17/2015,614,
03/17/2015,35,
03/17/2015,156,
04/16/2018,14,
03/13/2017,128,
03/13/2017,161,
03/13/2017,46,
11/24/2015,121,
02/10/2018,24,
09/23/2017,533,
09/23/2017,5,
07/07/2018,252,
07/07/2017,61,
07/07/2017,3,
07/07/2017,24,
07/07/2017,254,
01/24/2018,6,
08/19/2015,77,
08/19/2015,10,
12/06/2016,33,
05/06/2017,8,
05/06/2017,50,
05/06/2017,55,
03/25/2018,177,
03/25/2018,17,
03/25/2018,186,
03/25/2018,212,
03/25/2018,480,
12/12/2016,8,
12/12/2016,25,
12/06/2016,7,
12/06/2016,42,
12/06/2016,1620,
12/06/2016,114,
03/17/2017,40,
11/14/2016,38,
11/14/2016,60,
11/14/2016,37,
08/14/2018,6,
08/14/2018,17,
09/09/2018,629,
09/09/2018,57,
04/01/2018,95,
04/01/2018,29,
09/27/2017,957,
10/07/2018,1116,
10/07/2018,129,
10/07/2018,80,
01/20/2018,25,
01/20/2018,360,
03/23/2018,212,
08/01/2015,6,
06/07/2016,8,
11/12/2015,12,
11/12/2015,630,
12/29/2017,755,
07/06/2016,302,
10/12/2018,595,
10/12/2018,80,
05/21/2017,2397,
11/09/2018,64,
11/09/2018,100,
04/18/2017,231,
04/18/2017,10,
12/25/2018,159,
12/25/2018,14,
12/25/2018,274,
12/25/2018,40,
06/11/2017,2,
06/11/2017,9,
06/11/2017,13,
05/13/2018,59,
12/28/2018,8,
03/25/2015,367,
05/28/2018,55,
11/14/2016,34,
11/14/2016,827,
07/03/2018,546,
11/18/2015,146,
11/18/2015,36,
07/17/2018,8,
05/22/2017,345,
05/22/2017,175,
05/22/2017,663,
05/22/2017,96,
05/22/2017,27,
05/22/2017,258,
09/25/2016,18,
10/31/2017,493,
09/14/2016,270,
11/05/2017,30,
03/17/2018,19,
03/17/2018,120,
03/17/2018,10,
03/17/2018,58,
03/17/2018,72,
03/17/2018,108,
03/17/2018,8,
03/17/2018,60,
03/17/2018,47,
08/15/2018,98,
07/11/2016,30,
07/11/2016,99,
12/03/2018,84,
12/03/2018,15,
12/03/2018,137,
12/03/2018,4,
05/04/2018,10,
05/04/2018,572,
05/04/2018,33,
05/04/2018,17,
01/22/2017,15,
01/22/2017,452,
01/22/2017,65,
11/03/2017,218,
11/03/2017,83,
11/03/2017,88,
11/03/2017,1102,
09/04/2018,1323,
09/13/2015,6,
06/19/2018,12,
06/19/2018,154,
12/24/2018,1004,
08/28/2018,36,
08/28/2018,1138,
08/28/2018,100,
08/28/2018,6,
01/02/2016,86,
01/02/2016,10,
01/02/2016,21,
10/09/2016,632,
10/09/2016,24,
12/13/2015,91,
11/19/2015,4549,
09/10/2017,301,
09/10/2017,720,
06/16/2015,648,
09/26/2016,65,
09/26/2016,125,
05/19/2017,10,
06/22/2018,38,
06/17/2018,13,
06/17/2018,3,
06/17/2018,10,
11/14/2017,8,
07/25/2015,54,
07/25/2015,8188,
07/25/2015,78,
07/02/2016,33,
03/02/2018,197,
03/02/2018,480,
11/18/2017,1118,
04/18/2016,107,
12/02/2018,46,
11/11/2017,96,
11/11/2017,48,
09/05/2015,265,
11/15/2015,605,
05/02/2018,130,
10/15/2017,21,
10/15/2017,30,
10/15/2017,869,
10/15/2017,13,
10/15/2017,6,
10/15/2017,122,
04/06/2016,43,
04/06/2016,26,
04/06/2016,7,
04/06/2016,10,
04/06/2016,8,
10/24/2015,11,
08/17/2015,115,
08/17/2015,18,
08/17/2015,13,
08/17/2015,340,
08/15/2018,1802,
09/06/2016,47,
01/27/2016,182,
01/27/2016,432,
01/27/2016,156,
07/16/2016,1349,
07/16/2016,701,
04/30/2017,112,
09/26/2015,144,
09/08/2017,174,
09/08/2017,15,
04/16/2018,206,
04/16/2018,103,
08/16/2016,3,
08/16/2016,1880,
08/16/2016,314,
08/16/2016,6,
11/19/2018,822,
11/19/2018,22,
09/14/2017,26,
08/15/2017,706,
09/26/2016,50,
10/08/2017,52,
03/24/2016,7,
05/31/2016,1407,
05/31/2016,16,
05/31/2016,324,
12/25/2016,10,
12/25/2016,11,
03/17/2016,16,
03/17/2016,34,
12/21/2018,71,
11/01/2018,26,
11/01/2018,2666,
09/07/2018,479,
12/27/2018,165,
12/27/2018,14,
07/16/2018,3,
08/12/2017,1400,
07/09/2018,527,
11/22/2015,17,
11/22/2015,320,
11/22/2015,12,
11/22/2015,676,
01/26/2015,63,
01/26/2015,490,
01/26/2015,20,
01/26/2015,17,
01/26/2015,156,
01/26/2015,13,
01/26/2015,188,
11/03/2016,7,
06/30/2018,249,
06/30/2018,23,
05/05/2017,6,
05/05/2017,247,
09/08/2017,15,
09/08/2017,602,
11/24/2018,80,
11/24/2018,328,
05/13/2018,181,
05/13/2018,915,
05/13/2018,588,
05/13/2018,531,
05/13/2018,15,
04/23/2018,122,
04/23/2018,123,
06/04/2017,15,
06/04/2017,1350,
06/04/2017,137,
06/04/2017,62,
12/16/2015,2,
03/04/2017,17,
11/25/2015,25,
11/25/2015,3,
11/25/2015,1219,
11/25/2015,6,
11/25/2015,16,
11/25/2015,7,
04/28/2017,42,
04/26/2015,231,
04/26/2015,19,
04/01/2018,6,
04/01/2018,122,
12/22/2018,5,
12/22/2018,68,
12/22/2018,38,
12/22/2018,19,
12/03/2015,26,
10/22/2018,11200,
10/22/2018,2400,
10/22/2018,64,
10/22/2018,53,
11/13/2018,61,
11/13/2018,653,
11/13/2018,12,
09/10/2016,15,
05/15/2018,40,
05/15/2018,43,
05/15/2018,221,
07/05/2016,5,
07/05/2016,8,
08/15/2016,324,
06/12/2018,20,
06/12/2018,14,
06/12/2018,65,
06/12/2018,859,
02/20/2016,30,
12/29/2017,187,
04/17/2017,37,
04/17/2017,19,
09/07/2015,58,
09/07/2015,43,
09/07/2015,13,
09/07/2015,822,
09/07/2015,105,
09/26/2017,425,
09/17/2018,11,
09/17/2018,12,
09/17/2018,165,
09/17/2018,1293,
09/17/2018,26,
09/17/2018,262,
09/17/2018,15,
08/16/2017,11,
12/24/2016,884,
11/28/2018,1980,
11/28/2018,80,
04/14/2018,9,
05/01/2017,4,
05/01/2017,371,
05/01/2017,3,
10/01/2017,80,
10/01/2017,29,
08/25/2016,41,
08/25/2016,106,
09/09/2015,167,
09/09/2015,786,
09/09/2015,27,
09/09/2015,1326,
12/03/2018,167,
11/27/2018,9,
11/27/2018,44,
06/21/2015,12,
06/21/2015,26,
01/21/2018,15,
01/21/2018,620,
01/21/2018,90,
01/21/2018,351,
01/21/2018,165,
06/29/2018,313,
09/06/2017,96,
09/06/2017,4,
08/04/2017,4,
11/12/2016,16,
06/30/2015,6,
12/04/2018,6,
08/28/2017,16,
08/28/2017,109,
01/22/2017,110,
10/15/2015,16,
02/07/2017,31,
03/18/2015,822,
03/18/2015,22639,
03/18/2015,22,
03/18/2015,9,
03/18/2015,31,
03/18/2015,19,
03/18/2015,123,
05/24/2015,117,
07/11/2018,133,
06/16/2018,17,
06/16/2018,20,
06/16/2018,193,
01/30/2016,228,
01/30/2016,1920,
12/11/2016,13,
10/09/2018,46,
07/29/2018,61,
04/25/2015,303,
12/01/2016,14,
12/04/2015,130,
08/26/2018,72,
09/07/2015,378,
12/21/2018,125,
12/06/2015,24,
11/04/2015,9,
11/04/2015,59,
04/14/2017,82,
10/04/2015,15,
10/04/2015,96,
11/07/2018,360,
11/07/2018,351,
12/22/2018,2,
12/22/2018,630,
02/13/2018,7,
02/13/2018,800,
02/13/2018,108,
07/02/2015,74,
07/02/2015,6,
02/21/2016,50,
11/13/2016,378,
11/13/2016,43,
11/13/2016,300,
11/13/2016,90,
04/16/2018,478,
04/16/2018,26,
02/25/2017,47,
11/04/2015,36,
06/20/2016,258,
06/20/2016,126,
08/07/2018,80,
05/12/2015,701,
11/22/2016,28,
12/04/2016,9,
06/08/2015,586,
08/08/2015,424,
05/26/2015,226,
04/17/2016,6,
04/17/2016,324,
04/17/2016,784,
04/17/2016,1448,
04/17/2016,12,
06/11/2017,240,
03/11/2017,77,
03/11/2017,482,
05/26/2015,49,
10/12/2018,1,
10/12/2018,102,
06/22/2018,11,
06/22/2018,32,
06/22/2018,9,
01/15/2018,35,
01/15/2018,1925,
04/02/2016,33,
04/02/2016,51,
04/02/2016,48,
09/03/2017,55,
12/10/2018,20,
11/22/2017,50,
11/11/2018,11,
10/21/2017,155,
12/21/2016,61,
07/17/2016,196,
04/30/2018,24,
04/30/2018,3,
05/06/2018,60,
11/20/2018,22,
11/11/2017,258,
